21651594
11.66
11.64
11.61
11.6
11.58
11.55
11.51
11.46
11.4
11.2
0
0.35
0.72
0.91
1.04
1.35
1.86
2.3
3
5.1
60
115
155
175
190
210
240
260
310
405
